StringId	Values
name.skill.214	石灵护体
name.skill.215	石灵护体
name.skill.216	石灵护体
name.skill.217	石灵护体
name.skill.218	石灵护体
name.skill.219	石灵护体
name.skill.220	石灵护体
name.skill.221	混沌之盾
name.skill.222	混沌之盾
name.skill.223	混沌之盾
name.skill.224	混沌之盾
name.skill.225	混沌之盾
name.skill.226	混沌之盾
name.skill.227	混沌之盾
name.skill.228	混沌之盾
name.skill.229	混沌之盾
name.skill.230	混沌之盾
name.skill.231	嗜血
name.skill.232	嗜血
name.skill.233	嗜血
name.skill.234	嗜血
name.skill.235	嗜血
name.skill.236	嗜血
name.skill.237	嗜血
name.skill.238	嗜血
name.skill.239	嗜血
name.skill.240	嗜血
name.skill.241	战神之佑
name.skill.242	战神之佑
name.skill.243	战神之佑
name.skill.244	战神之佑
name.skill.245	战神之佑
name.skill.246	战神之佑
name.skill.247	战神之佑
name.skill.248	战神之佑
name.skill.249	战神之佑
name.skill.250	战神之佑
name.skill.251	铜墙铁壁
name.skill.252	铜墙铁壁
name.skill.253	铜墙铁壁
name.skill.254	铜墙铁壁
name.skill.255	铜墙铁壁
name.skill.256	铜墙铁壁
name.skill.257	铜墙铁壁
name.skill.258	铜墙铁壁
name.skill.259	铜墙铁壁
name.skill.260	铜墙铁壁
name.skill.301	冰霜之刃
name.skill.302	冰霜之刃
name.skill.303	冰霜之刃
name.skill.304	冰霜之刃
name.skill.305	冰霜之刃
name.skill.306	冰霜之刃
name.skill.307	冰霜之刃
name.skill.308	冰霜之刃
name.skill.309	冰霜之刃
name.skill.310	冰霜之刃
name.skill.311	水之结界
name.skill.312	水之结界
name.skill.313	水之结界
name.skill.314	水之结界
name.skill.315	水之结界
name.skill.316	水之结界
name.skill.317	水之结界
name.skill.318	水之结界
name.skill.319	水之结界
name.skill.320	水之结界
name.skill.321	狂杀
name.skill.322	狂杀
name.skill.323	狂杀
name.skill.324	狂杀
name.skill.325	狂杀
name.skill.326	狂杀
name.skill.327	狂杀
name.skill.328	狂杀
name.skill.329	狂杀
name.skill.330	狂杀
name.skill.331	反伤领域
name.skill.332	反伤领域
name.skill.333	反伤领域
name.skill.334	反伤领域
name.skill.335	反伤领域
name.skill.336	反伤领域
name.skill.337	反伤领域
name.skill.338	反伤领域
name.skill.339	反伤领域
name.skill.340	反伤领域
name.skill.341	冰封禁锢
name.skill.342	冰封禁锢
name.skill.343	冰封禁锢
name.skill.344	冰封禁锢
name.skill.345	冰封禁锢
name.skill.346	冰封禁锢
name.skill.347	冰封禁锢
name.skill.348	冰封禁锢
name.skill.349	冰封禁锢
name.skill.350	冰封禁锢
name.skill.351	海神护体
name.skill.352	海神护体
name.skill.353	海神护体
name.skill.354	海神护体
name.skill.355	海神护体
name.skill.356	海神护体
name.skill.357	海神护体
name.skill.358	海神护体
name.skill.359	海神护体
name.skill.360	海神护体
tip.skill.101	SO SO
tip.skill.102	NICE
tip.skill.103	GOOD
tip.skill.104	AWESOME
tip.skill.105	PRETTY GOOD
tip.skill.106	AMAZING
tip.skill.107	SO DAMN GOOD
tip.skill.108	EXCELLENT
tip.skill.109	INCREDIBLE
tip.skill.110	UNBELIEVABLE
tip.skill.111	SO SO
tip.skill.112	NICE
tip.skill.113	GOOD
tip.skill.114	AWESOME
tip.skill.115	PRETTY GOOD
tip.skill.116	AMAZING
tip.skill.117	SO DAMN GOOD
tip.skill.118	EXCELLENT
tip.skill.119	INCREDIBLE
tip.skill.120	UNBELIEVABLE
tip.skill.121	SO SO
tip.skill.122	NICE
tip.skill.123	GOOD
tip.skill.124	AWESOME
tip.skill.125	PRETTY GOOD
tip.skill.126	AMAZING
tip.skill.127	SO DAMN GOOD
tip.skill.128	EXCELLENT
tip.skill.129	INCREDIBLE
tip.skill.130	UNBELIEVABLE
tip.skill.131	SO SO
tip.skill.132	NICE
tip.skill.133	GOOD
tip.skill.134	AWESOME
tip.skill.135	PRETTY GOOD
tip.skill.136	AMAZING
tip.skill.137	SO DAMN GOOD
tip.skill.138	EXCELLENT
tip.skill.139	INCREDIBLE
tip.skill.140	UNBELIEVABLE
tip.skill.141	SO SO
tip.skill.142	NICE
tip.skill.143	GOOD
tip.skill.144	AWESOME
tip.skill.145	PRETTY GOOD
tip.skill.146	AMAZING
tip.skill.147	SO DAMN GOOD
tip.skill.148	EXCELLENT
tip.skill.149	INCREDIBLE
tip.skill.150	UNBELIEVABLE
tip.skill.151	SO SO
tip.skill.152	NICE
tip.skill.153	GOOD
tip.skill.154	AWESOME
tip.skill.155	PRETTY GOOD
tip.skill.156	AMAZING
tip.skill.157	SO DAMN GOOD
tip.skill.158	EXCELLENT
tip.skill.159	INCREDIBLE
tip.skill.160	UNBELIEVABLE
tip.skill.201	SO SO
tip.skill.202	NICE
tip.skill.203	GOOD
tip.skill.204	AWESOME
tip.skill.205	PRETTY GOOD
tip.skill.206	AMAZING
tip.skill.207	SO DAMN GOOD
tip.skill.208	EXCELLENT
tip.skill.209	INCREDIBLE
tip.skill.210	UNBELIEVABLE
tip.skill.211	SO SO
tip.skill.212	NICE
tip.skill.213	GOOD
tip.skill.214	AWESOME
tip.skill.215	PRETTY GOOD
tip.skill.216	AMAZING
tip.skill.217	SO DAMN GOOD
tip.skill.218	EXCELLENT
tip.skill.219	INCREDIBLE
tip.skill.220	UNBELIEVABLE
tip.skill.221	SO SO
tip.skill.222	NICE
tip.skill.223	GOOD
tip.skill.224	AWESOME
tip.skill.225	PRETTY GOOD
tip.skill.226	AMAZING
tip.skill.227	SO DAMN GOOD
tip.skill.228	EXCELLENT
tip.skill.229	INCREDIBLE
tip.skill.230	UNBELIEVABLE
tip.skill.231	SO SO
tip.skill.232	NICE
tip.skill.233	GOOD
tip.skill.234	AWESOME
tip.skill.235	PRETTY GOOD
tip.skill.236	AMAZING
tip.skill.237	SO DAMN GOOD
tip.skill.238	EXCELLENT
tip.skill.239	INCREDIBLE
tip.skill.240	UNBELIEVABLE
tip.skill.241	SO SO
tip.skill.242	NICE
tip.skill.243	GOOD
tip.skill.244	AWESOME
tip.skill.245	PRETTY GOOD
tip.skill.246	AMAZING
tip.skill.247	SO DAMN GOOD
tip.skill.248	EXCELLENT
tip.skill.249	INCREDIBLE
tip.skill.250	UNBELIEVABLE
tip.skill.251	SO SO
tip.skill.252	NICE
tip.skill.253	GOOD
tip.skill.254	AWESOME
tip.skill.255	PRETTY GOOD
tip.skill.256	AMAZING
tip.skill.257	SO DAMN GOOD
tip.skill.258	EXCELLENT
tip.skill.259	INCREDIBLE
tip.skill.260	UNBELIEVABLE
tip.skill.301	SO SO
tip.skill.302	NICE
tip.skill.303	GOOD
tip.skill.304	AWESOME
tip.skill.305	PRETTY GOOD
tip.skill.306	AMAZING
tip.skill.307	SO DAMN GOOD
tip.skill.308	EXCELLENT
tip.skill.309	INCREDIBLE
tip.skill.310	UNBELIEVABLE
tip.skill.311	SO SO
tip.skill.312	NICE
tip.skill.313	GOOD
tip.skill.314	AWESOME
tip.skill.315	PRETTY GOOD
tip.skill.316	AMAZING
tip.skill.317	SO DAMN GOOD
tip.skill.318	EXCELLENT
tip.skill.319	INCREDIBLE
tip.skill.320	UNBELIEVABLE
tip.skill.321	SO SO
tip.skill.322	NICE
tip.skill.323	GOOD
tip.skill.324	AWESOME
tip.skill.325	PRETTY GOOD
tip.skill.326	AMAZING
tip.skill.327	SO DAMN GOOD
tip.skill.328	EXCELLENT
tip.skill.329	INCREDIBLE
tip.skill.330	UNBELIEVABLE
tip.skill.331	SO SO
tip.skill.332	NICE
tip.skill.333	GOOD
tip.skill.334	AWESOME
tip.skill.335	PRETTY GOOD
tip.skill.336	AMAZING
tip.skill.337	SO DAMN GOOD
tip.skill.338	EXCELLENT
tip.skill.339	INCREDIBLE
tip.skill.340	UNBELIEVABLE
tip.skill.341	SO SO
tip.skill.342	NICE
tip.skill.343	GOOD
tip.skill.344	AWESOME
tip.skill.345	PRETTY GOOD
tip.skill.346	AMAZING
tip.skill.347	SO DAMN GOOD
tip.skill.348	EXCELLENT
tip.skill.349	INCREDIBLE
tip.skill.350	UNBELIEVABLE
tip.skill.351	SO SO
tip.skill.352	NICE
tip.skill.353	GOOD
tip.skill.354	AWESOME
tip.skill.355	PRETTY GOOD
tip.skill.356	AMAZING
tip.skill.357	SO DAMN GOOD
tip.skill.358	EXCELLENT
tip.skill.359	INCREDIBLE
tip.skill.360	UNBELIEVABLE
name.monster.1	MONSTER-1
name.monster.2	MONSTER-2
name.monster.3	MONSTER-3
name.monster.4	MONSTER-4
name.monster.5	MONSTER-5
name.monster.6	MONSTER-6
name.monster.7	MONSTER-7
name.monster.8	MONSTER-8
name.monster.9	MONSTER-9
name.monster.10	MONSTER-10
name.monster.11	MONSTER-11
name.monster.12	MONSTER-12
name.monster.13	MONSTER-13
name.monster.14	MONSTER-14
name.monster.15	MONSTER-15
name.monster.16	MONSTER-16
name.monster.17	MONSTER-17
name.monster.18	MONSTER-18
name.monster.19	MONSTER-19
name.monster.20	MONSTER-20
name.boss.101	BOSS-1
name.boss.102	BOSS-2
name.boss.103	BOSS-3
name.boss.104	BOSS-4
name.boss.105	BOSS-5
name.boss.106	BOSS-6
name.boss.107	BOSS-7
name.boss.108	BOSS-8
name.boss.109	BOSS-9
name.boss.110	BOSS-10
name.boss.201	1阶骷髅王
name.boss.202	2阶独眼巨人
name.boss.203	3阶阿瑞斯
name.boss.204	4阶阿特拉斯
name.boss.205	5阶骷髅王
name.boss.206	6阶独眼巨人
name.boss.207	7阶阿瑞斯
name.boss.208	8阶阿特拉斯
name.boss.209	9阶骷髅王
name.boss.210	10阶独眼巨人
name.boss.211	11阶阿瑞斯
name.boss.212	12阶阿特拉斯
name.boss.213	13阶骷髅王
name.boss.214	14阶独眼巨人
name.boss.215	15阶阿瑞斯
name.boss.216	16阶阿特拉斯
name.worldboss.301	半人马队长
name.worldboss.302	独眼巨人
name.worldboss.303	鹰妖首领
name.worldboss.304	吸血女王
name.worldboss.305	擎天之神
name.worldboss.306	复仇女神
name.worldboss.307	太阳之神
name.worldboss.308	三头犬
name.worldboss.309	死神
name.worldboss.310	破坏之神
name.slotsmonster.401	半人马卫士
name.slotsmonster.402	狮鹫头目
name.slotsmonster.403	女妖首领
name.slotsmonster.404	变异鱼人
name.weapon.1	复仇尖刃
name.weapon.2	致盲之影
name.weapon.3	长柄斧
name.weapon.4	胡桃木杖
name.weapon.5	流星锤
name.weapon.6	生命之匕
name.weapon.7	飞羽之护
name.weapon.8	混铁金锤
name.weapon.9	祈祷之杖
name.weapon.10	先知指引
name.weapon.11	寒星之锤
name.weapon.12	落日之弓
name.weapon.13	斩魂刀
name.weapon.14	优质战斧
name.weapon.15	破天锤
name.weapon.16	生命之戒
name.weapon.17	末日星痕
name.weapon.18	追风短刀
name.weapon.19	破天双刃
name.weapon.20	幻光寒剑
name.weapon.21	曜日明珠
name.weapon.22	撼地锤
name.weapon.23	魅影破魂
name.weapon.24	生命之射
name.weapon.25	末日权杖
name.weapon.26	沉默利刃
name.weapon.27	末日之典
name.weapon.28	残忍双刃
name.weapon.29	惊魂尖斧
name.weapon.30	鹰爪指环
name.weapon.31	破魂短刃
name.weapon.32	破风
name.weapon.33	战神之锤
name.weapon.34	曜日之刃
name.weapon.35	辟地屠龙
name.weapon.36	翡翠之心
name.weapon.37	灭世权杖
name.weapon.38	诸神之约
name.weapon.39	横扫光辉
name.weapon.40	仿制雷神
name.weapon.41	落日之刃
name.weapon.42	开山截断
name.weapon.43	血色之佩
name.weapon.44	苍穹之影
name.weapon.45	曜日之魂
name.weapon.46	大地之心
name.weapon.47	恶魔之射
name.weapon.48	先知权杖
name.weapon.49	图腾之链
name.weapon.50	精灵之弓
name.weapon.51	指引权杖
name.weapon.52	光明短剑
name.weapon.53	黄金三叉剑
name.weapon.54	神秘双刀
name.weapon.55	国王权杖
name.weapon.56	地狱双刃
name.weapon.57	狂刀破天
name.weapon.58	新月弯刀
name.weapon.59	波斯时之刃
name.weapon.60	英勇指环
name.weapon.61	冥王血斧
name.weapon.62	恶魔指环
name.weapon.63	卸骨剥皮
name.weapon.64	裂地战斧
name.weapon.65	烈焰之刃
name.weapon.66	月牙锤
name.weapon.67	死神镰刀
name.weapon.68	女神项链
name.weapon.69	神权戒指
name.weapon.70	重力手套
name.weapon.71	兽神重锤
name.weapon.72	水晶弓
name.weapon.73	火焰双刃
name.weapon.74	华丽重刃
name.weapon.75	海洋之心
name.weapon.76	牛角灵链
name.weapon.77	坠星之弓
name.weapon.78	蝠形利斧
name.weapon.79	权力之锤
name.weapon.80	熔岩之心
name.weapon.81	神秘秘术
name.weapon.82	破甲弓箭
name.weapon.83	神秘之冠
name.weapon.84	神权短杖
name.weapon.85	恐惧之弓
name.weapon.86	三尖链刃
name.weapon.87	图腾之令
name.weapon.88	图腾传承
name.weapon.89	烈焰之心
name.weapon.90	陨落之心
name.weapon.91	神祗战斧
name.weapon.92	血色钉斧
name.weapon.93	寒星神剑
name.weapon.94	主神战刃
name.weapon.95	能量之源
name.weapon.1001	复仇尖刃
name.weapon.1002	致盲之影
name.weapon.1003	长柄斧
name.weapon.1004	胡桃木杖
name.weapon.1005	流星锤
name.weapon.1006	生命之匕
name.weapon.1007	飞羽之护
name.weapon.1008	混铁金锤
name.weapon.1009	祈祷之杖
name.weapon.1010	先知指引
name.weapon.1011	寒星之锤
name.weapon.1012	落日之弓
name.weapon.1013	斩魂刀
name.weapon.1014	优质战斧
name.weapon.1015	破天锤
name.weapon.1016	生命之戒
name.weapon.1017	末日星痕
name.weapon.1018	追风短刀
name.weapon.1019	破天双刃
name.weapon.1020	幻光寒剑
name.weapon.1021	曜日明珠
name.weapon.1022	撼地锤
name.weapon.1023	魅影破魂
name.weapon.1024	生命之射
name.weapon.1025	末日权杖
name.weapon.1026	沉默利刃
name.weapon.1027	末日之典
name.weapon.1028	残忍双刃
name.weapon.1029	惊魂尖斧
name.weapon.1030	鹰爪指环
name.weapon.1031	破魂短刃
name.weapon.1032	破风
name.weapon.1033	战神之锤
name.weapon.1034	曜日之刃
name.weapon.1035	辟地屠龙
name.weapon.1036	翡翠之心
name.weapon.1037	灭世权杖
name.weapon.1038	诸神之约
name.weapon.1039	横扫光辉
name.weapon.1040	仿制雷神
name.weapon.1041	落日之刃
name.weapon.1042	开山截断
name.weapon.1043	血色之佩
name.weapon.1044	苍穹之影
name.weapon.1045	曜日之魂
name.weapon.1046	大地之心
name.weapon.1047	恶魔之射
name.weapon.1048	先知权杖
name.weapon.1049	图腾之链
name.weapon.1050	精灵之弓
name.weapon.1051	指引权杖
name.weapon.1052	光明短剑
name.weapon.1053	黄金三叉剑
name.weapon.1054	神秘双刀
name.weapon.1055	国王权杖
name.weapon.1056	地狱双刃
name.weapon.1057	狂刀破天
name.weapon.1058	新月弯刀
name.weapon.1059	波斯时之刃
name.weapon.1060	英勇指环
name.weapon.1061	冥王血斧
name.weapon.1062	恶魔指环
name.weapon.1063	卸骨剥皮
name.weapon.1064	裂地战斧
name.weapon.1065	烈焰之刃
name.weapon.1066	月牙锤
name.weapon.1067	死神镰刀
name.weapon.1068	女神项链
name.weapon.1069	神权戒指
name.weapon.1070	重力手套
name.weapon.1071	兽神重锤
name.weapon.1072	水晶弓
name.weapon.1073	火焰双刃
name.weapon.1074	华丽重刃
name.weapon.1075	海洋之心
name.weapon.1076	牛角灵链
name.weapon.1077	坠星之弓
name.weapon.1078	蝠形利斧
name.weapon.1079	权力之锤
name.weapon.1080	熔岩之心
name.weapon.1081	神秘秘术
name.weapon.1082	破甲弓箭
name.weapon.1083	神秘之冠
name.weapon.1084	神权短杖
name.weapon.1085	恐惧之弓
name.weapon.1086	三尖链刃
name.weapon.1087	图腾之令
name.weapon.1088	图腾传承
name.weapon.1089	烈焰之心
name.weapon.1090	陨落之心
name.weapon.1091	神祗战斧
name.weapon.1092	血色钉斧
name.weapon.1093	寒星神剑
name.weapon.1094	主神战刃
name.weapon.1095	能量之源
name.weapon.2001	复仇尖刃
name.weapon.2002	致盲之影
name.weapon.2003	长柄斧
name.weapon.2004	胡桃木杖
name.weapon.2005	流星锤
name.weapon.2006	生命之匕
name.weapon.2007	飞羽之护
name.weapon.2008	混铁金锤
name.weapon.2009	祈祷之杖
name.weapon.2010	先知指引
name.weapon.2011	寒星之锤
name.weapon.2012	落日之弓
name.weapon.2013	斩魂刀
name.weapon.2014	优质战斧
name.weapon.2015	破天锤
name.weapon.2016	生命之戒
name.weapon.2017	末日星痕
name.weapon.2018	追风短刀
name.weapon.2019	破天双刃
name.weapon.2020	幻光寒剑
name.weapon.2021	曜日明珠
name.weapon.2022	撼地锤
name.weapon.2023	魅影破魂
name.weapon.2024	生命之射
name.weapon.2025	末日权杖
name.weapon.2026	沉默利刃
name.weapon.2027	末日之典
name.weapon.2028	残忍双刃
name.weapon.2029	惊魂尖斧
name.weapon.2030	鹰爪指环
name.weapon.2031	破魂短刃
name.weapon.2032	破风
name.weapon.2033	战神之锤
name.weapon.2034	曜日之刃
name.weapon.2035	辟地屠龙
name.weapon.2036	翡翠之心
name.weapon.2037	灭世权杖
name.weapon.2038	诸神之约
name.weapon.2039	横扫光辉
name.weapon.2040	仿制雷神
name.weapon.2041	落日之刃
name.weapon.2042	开山截断
name.weapon.2043	血色之佩
name.weapon.2044	苍穹之影
name.weapon.2045	曜日之魂
name.weapon.2046	大地之心
name.weapon.2047	恶魔之射
name.weapon.2048	先知权杖
name.weapon.2049	图腾之链
name.weapon.2050	精灵之弓
name.weapon.2051	指引权杖
name.weapon.2052	光明短剑
name.weapon.2053	黄金三叉剑
name.weapon.2054	神秘双刀
name.weapon.2055	国王权杖
name.weapon.2056	地狱双刃
name.weapon.2057	狂刀破天
name.weapon.2058	新月弯刀
name.weapon.2059	波斯时之刃
name.weapon.2060	英勇指环
name.weapon.2061	冥王血斧
name.weapon.2062	恶魔指环
name.weapon.2063	卸骨剥皮
name.weapon.2064	裂地战斧
name.weapon.2065	烈焰之刃
name.weapon.2066	月牙锤
name.weapon.2067	死神镰刀
name.weapon.2068	女神项链
name.weapon.2069	神权戒指
name.weapon.2070	重力手套
name.weapon.2071	兽神重锤
name.weapon.2072	水晶弓
name.weapon.2073	火焰双刃
name.weapon.2074	华丽重刃
name.weapon.2075	海洋之心
name.weapon.2076	牛角灵链
name.weapon.2077	坠星之弓
name.weapon.2078	蝠形利斧
name.weapon.2079	权力之锤
name.weapon.2080	熔岩之心
name.weapon.2081	神秘秘术
name.weapon.2082	破甲弓箭
